source	image	va	function	read_status	helper_candidates	decision	retained_helpers	extraction_verdict	strict_before	strict_after
src/game/map_event.c	GAME.EXE	0x80033cd0	map_event_pool_find_overlap	read	existing	Existing event-active overlap scan; event radius differs from definition-owned object radius.		kept-existing-source	100.0	100.0
src/game/map_event_render.c	GAME.EXE	0x8001f0c4	render_map_event	read	model-view-transform;animated-projection	View-relative translation and cache/fallback projection repeat; event uses reference position and SDK RotMatrix, not actor yaw logic.		kept-existing-source	100.0	100.0
src/game/map_events.c	GAME.EXE	0x800356e8	map_event_timers_reset	read	existing	Existing two-domain timer reset; no shared periodic-timer macro needed.		kept-existing-source	100.0	100.0
src/game/map_events.c	GAME.EXE	0x80035708	map_event_update_wander	read	map-coordinate	Named angle/vector helpers already describe motion; cell publication repeats, RNG and occupancy removal/rejoin are event-specific.		kept-existing-source	100.0	100.0
src/game/map_events.c	GAME.EXE	0x800358e0	map_event_update_animation_loop	read	none	Wrapped phase and floor5 loop sound are a short existing operation; actor phase helper also records step and is not interchangeable.		kept-existing-source	100.0	100.0
src/game/map_events.c	GAME.EXE	0x8003596c	map_event_pool_update	read	none	Event dispatch, page delays and two timer gates differ in reload/underflow handling; generic tick macro would obscure them.		kept-existing-source	100.0	100.0
src/game/map_events.c	GAME.EXE	0x80035b5c	map_world_state_persist	read	none	Existing serializer shows record order and counts; tiny byte-put macros would hide no complexity, while structured memcpy would copy wrong fields.		kept-existing-source	97.52873	97.52873
src/game/map_events.c	GAME.EXE	0x80035e14	map_unload_floor	read	existing	Existing release/VAB/persist boundary is cohesive.		kept-existing-source	100.0	100.0
src/game/map_load.c	GAME.EXE	0x80035e44	map_restore_floor_state	read	map-placement	Existing decoder matches persisted field order and reconstructs random drop positions; retain per-floor post-restore scripts and RNG ordering.		kept-existing-source	100.0	100.0
src/game/map_load.c	GAME.EXE	0x800364e0	map_refresh_dialogue_stages	read	existing	Existing active-event sweep uses stage helper; no generic pool iteration.		kept-existing-source	100.0	100.0
src/game/map_load.c	GAME.EXE	0x80036554	map_load_floor	read	existing	Existing resources/restore/dialogue/texture/light sequence is clear.		kept-existing-source	100.0	100.0
src/game/map_load.c	GAME.EXE	0x800365f8	map_load_floor_wrapper	read	none	Unresolved direct-call wrapper adds no new shared operation.		kept-existing-source	100.0	100.0
src/game/map_object.c	GAME.EXE	0x800315c4	map_object_pool_find_interaction_from	read	existing	Existing search accounts for opposing hinged-door offsets; common math already named and direct normal-object distance remains clear.		kept-existing-source	100.0	100.0
src/game/map_object.c	GAME.EXE	0x80031784	map_object_start_action_if_idle	read	existing	Existing guarded action/timer reset is the useful helper boundary.		kept-existing-source	100.0	100.0
src/game/map_object.c	GAME.EXE	0x800317a4	map_object_effect_pool_acquire	read	existing	Existing free-or-oldest selection handles sequence wrap; distinct from first-free actor/cache/effect pools.		kept-existing-source	100.0	100.0
src/game/map_object.c	GAME.EXE	0x80031834	map_object_spawn_effect	read	map-coordinate	Cell publication repeats after world placement; pool selection, ID-based action and yaw randomization belong to spawn helper.		kept-existing-source	97.128716	97.128716
src/game/map_object.c	GAME.EXE	0x800319c8	map_object_spawn_actor_debris	read	map-coordinate	Shared acquisition already used; randomized gold scatter, payload and bounce velocity distinguish this initializer.		kept-existing-source	100.0	100.0
src/game/map_object.c	GAME.EXE	0x80031b54	map_object_pool_trigger_link	read	existing	Existing link dispatch has action exceptions and behavior range; no generic link predicate should hide them.		kept-existing-source	100.0	100.0
src/game/map_object.c	GAME.EXE	0x80031c44	map_object_pool_clear_link	read	existing	Clear-link behavior range differs from trigger; existing wrapper is adequate.		kept-existing-source	100.0	100.0
src/game/map_object.c	GAME.EXE	0x80031cc8	map_object_pool_update	read	none	Full action dispatch read; explicit doors/drop/emitter/switch/reveal behavior uses existing math/spawn/link helpers. Unsigned emitter products differ from signed direction helpers.		kept-existing-source	100.0	100.0
src/game/map_object_pool.c	GAME.EXE	0x80030a98	map_apply_copy_region	read	none	Existing five-grid rectangular copy operation is already cohesive; preserve copy order and possible overlapping region traversal.		kept-existing-source	100.0	100.0
src/game/map_object_pool.c	GAME.EXE	0x80030c7c	map_object_mark_collision_edge	read	none	Lift/hinged door geometry touches different neighbor cells; generic quadrant-offset macro would hide door footprint.		kept-existing-source	100.0	100.0
src/game/map_object_pool.c	GAME.EXE	0x80030eb8	map_object_probe_forward	read	existing	Existing door probe selects center/forward position then shares collision call; unsupported-case result remains reconstruction debt.		kept-existing-source	100.0	100.0
src/game/map_object_pool.c	GAME.EXE	0x80030f7c	map_object_pool_clear	read	none	Owns free/action markers, two aligned link words and effect counters; not equivalent to actor reset.		kept-existing-source	100.0	100.0
src/game/map_object_pool.c	GAME.EXE	0x80030fdc	map_object_definitions_load	read	table-word-copy	Same signed counted word-copy body as actor/armor tables.		kept-existing-source	100.0	100.0
src/game/map_object_pool.c	GAME.EXE	0x80031008	map_object_pool_load	read	map-placement	Shared placement coordinate conversion plus distinct link copying, effects, occupancy and door edges; full loader should remain domain-specific.	map_placement_axis_position	retained-exact	100.0	100.0
src/game/map_object_pool.c	GAME.EXE	0x80031450	map_object_distance_to_point	read	bounded-distance2	Identical bounded XZ distance arithmetic to map-event helper with different owning position member.		kept-existing-source	100.0	100.0
src/game/map_object_pool.c	GAME.EXE	0x800314f8	map_object_pool_find_near_point	read	existing	Free-slot and zero-radius exclusion precede bounded distance; retain definition-owned radius and first-hit policy.		kept-existing-source	100.0	100.0
src/game/map_scripts.c	GAME.EXE	0x80033ee4	actor_pool_find_at_tile	read	existing	Already named first occupied placement-tile search; different from current-cell and lifecycle filters.		kept-existing-source	100.0	100.0
src/game/map_scripts.c	GAME.EXE	0x80033f64	map_ambient_script_floor1	read	none	Authored trigger rectangles and one-time lifecycle/object edits remain readable as explicit script states.		kept-existing-source	100.0	100.0
src/game/map_scripts.c	GAME.EXE	0x800341ec	map_ambient_script_floor2	read	none	One dialogue-conditioned random ambient sound; no helper extraction.		kept-existing-source	100.0	100.0
src/game/map_scripts.c	GAME.EXE	0x8003425c	map_ambient_script_floor3	read	magic-learn	Two spells learned with a single notification if either missing; must not replace with two independently notifying helpers.		kept-existing-source	100.0	100.0
src/game/map_scripts.c	GAME.EXE	0x800342e4	map_ambient_script_floor4	read	none	Empty script stub has no common operation.		kept-existing-source	100.0	100.0
src/game/map_scripts.c	GAME.EXE	0x800342ec	map_ambient_script_floor5	read	none	One-time location/yaw reveal, image sequence and boss animation changes are authored script policy.		kept-existing-source	100.0	100.0
src/game/map_scripts.c	GAME.EXE	0x800343e0	map_action_script_floor1	read	none	Existing flag/copy/sound script is short and cohesive.		kept-existing-source	100.0	100.0
src/game/map_scripts.c	GAME.EXE	0x80034438	map_reveal_fade	read	none	Existing cutscene helper combines light interpolation and delayed event motion; frame helper already available.		kept-existing-source	100.0	100.0
src/game/map_scripts.c	GAME.EXE	0x800345bc	map_action_script_floor2	read	existing	Local packed MAP_DIALOGUE_STARTED macro already names dialogue trigger format.		kept-existing-source	100.0	100.0
src/game/map_scripts.c	GAME.EXE	0x80034610	map_action_script_floor3	read	magic-learn	Single-spell learn-and-notify recurs in player stats; item/dialogue conditions remain callers responsibility.		kept-existing-source	100.0	100.0
src/game/map_scripts.c	GAME.EXE	0x800346a0	map_action_script_floor4	read	none	Empty script stub has no common operation.		kept-existing-source	100.0	100.0
src/game/map_scripts.c	GAME.EXE	0x800346a8	map_floor5_transition_cutscene	read	map-coordinate	Full camera/weapon transformation sequence read; shared math and effect helpers adequate, signed cell division repeats.		kept-existing-source	100.0	100.0
src/game/map_scripts.c	GAME.EXE	0x80034a34	map_action_script_floor5	read	existing	Existing dialogue trigger macro and named cutscene suffice.		kept-existing-source	100.0	100.0
src/game/map_scripts.c	GAME.EXE	0x80034a80	map_event_interact	read	magic-learn	Exchange scripts share some page resets but inventory/character rules differ; healing notification order includes an intervening inventory decrement.		kept-existing-source	100.0	100.0
src/game/map_scripts.c	GAME.EXE	0x80034d54	map_show_screen_image	read	decimal-path	Two signed decimal index bytes repeat across image loaders; retains separately authored floor/group fields.		kept-existing-source	100.0	100.0
src/game/map_scripts.c	GAME.EXE	0x80034de4	map_interaction_dispatch	read	interaction-probe;item-pickup-result	Full behavior/floor dispatch read; forward probe repeats across TUs, pickup result handling repeats locally, door/container/dialogue policies remain explicit.	VECTOR_YAW_PROBE_XZ	retained-exact	100.0	100.0
src/game/matrix.c	GAME.EXE	0x800203bc	fog_interpolate_near	read	fixed-lerp	Q12 interpolation repeats across fog and color functions; candidate should preserve operand order and signed widths.		kept-existing-source	100.0	100.0
src/game/matrix.c	GAME.EXE	0x80020400	fog_set_near	read	existing	Existing state publication and SDK fog call wrapper.		kept-existing-source	100.0	100.0
src/game/matrix_rotation.c	GAME.EXE	0x80014a64	angle_approach	read	angle-wrap	Existing wrap mask and named angle helpers suffice; direction-specific clamps and half-turn boundaries stay explicit.		kept-existing-source	100.0	100.0
src/game/matrix_rotation.c	GAME.EXE	0x80014b2c	angle_to_forward_xz	read	existing	Existing angle-to-direction helper; sine/cosine signs are explicit.		kept-existing-source	100.0	100.0
src/game/matrix_rotation.c	GAME.EXE	0x80014b7c	matrix_set_rotation_x	read	existing	Already named axis matrix constructor; no matrix-element assignment macro needed.		kept-existing-source	100.0	100.0
src/game/matrix_rotation.c	GAME.EXE	0x80014bec	matrix_set_rotation_y	read	existing	Already named axis matrix constructor; retain the authored handedness.		kept-existing-source	100.0	100.0
src/game/matrix_rotation.c	GAME.EXE	0x80014c5c	matrix_set_rotation_z	read	existing	Already named axis matrix constructor; identity and sign placements are clear.		kept-existing-source	100.0	100.0
src/game/matrix_rotation.c	GAME.EXE	0x80014ccc	matrix_set_rotation_yxz	read	existing-sdk	Composition already delegates to axis helpers and SDK matrix multiplication; preserve order.		kept-existing-source	100.0	100.0
src/game/matrix_rotation.c	GAME.EXE	0x80014d34	pitch_yaw_to_forward_vector	read	existing-sdk	setVector and copyVector already express initialization and narrowing; matrix calls remain explicit.		kept-existing-source	100.0	100.0
src/game/matrix_rotation.c	GAME.EXE	0x80014e08	vector2s_scale_shift11	read	fixed-scale	Existing typed scaling helper; Q11 is distinct from Q12 and intermediates precede stores.		kept-existing-source	100.0	100.0
src/game/matrix_rotation.c	GAME.EXE	0x80014e48	vector3s_scale_shift12	read	existing-sdk	Existing scaling helper uses setVector; do not hide signed products behind a width-generic multiply macro.		kept-existing-source	100.0	100.0
src/game/matrix_rotation.c	GAME.EXE	0x80014ea4	vector2s_scale_shift12	read	fixed-scale	Existing two-component scalar helper; keep array view and signed product temporaries.		kept-existing-source	100.0	100.0
src/game/matrix_rotation.c	GAME.EXE	0x80014ee4	vector3s_scale_shift12_alt	read	fixed-scale	Array interface differs from SVECTOR helper; retain the named typed function rather than cast incompatible views to force sharing.		kept-existing-source	100.0	100.0
src/game/matrix_rotation.c	GAME.EXE	0x80014f40	vector3i_add_xz	read	existing	Existing XZ-only vector addition helper; SDK addVector would also alter Y.		kept-existing-source	100.0	100.0
src/game/matrix_rotation.c	GAME.EXE	0x80014f6c	angle_within_tolerance	read	existing	Existing wrapped-angle predicate already supplies the useful abstraction.		kept-existing-source	100.0	100.0
src/game/matrix_rotation.c	GAME.EXE	0x80014fa8	angle_mod_delta_le_half_turn	read	existing	Existing modular half-turn predicate; simple expression does not need another layer.		kept-existing-source	100.0	100.0
src/game/matrix_rotation.c	GAME.EXE	0x80014fb8	vector_xz_to_angle	read	existing	Existing heading helper keeps zero-Z and half-turn cases explicit.		kept-existing-source	100.0	100.0
src/game/matrix_rotation.c	GAME.EXE	0x80015068	fixed_vector2_length	read	existing;distance3	Existing shifted-square length establishes a possible analogous three-component inline helper in camera/audio callers.		kept-existing-source	100.0	100.0
src/game/memory.c	GAME.EXE	0x8001aab0	memory_malloc_checked	read	existing	Existing RAM-range allocation helper; address arithmetic is memory-policy-specific.		kept-existing-source	100.0	100.0
src/game/memory.c	GAME.EXE	0x8001aae8	memory_allocation_reset	read	existing	Existing depth/cursor reset helper, already one source for both images.		kept-existing-source	100.0	100.0
src/game/memory.c	GAME.EXE	0x8001ab08	memory_set_allocation_mode	read	existing	Already shared source with one explicit overlay size difference; no extra mode macro.		kept-existing-source	100.0	100.0
src/game/memory.c	GAME.EXE	0x8001abb0	memory_capture_system_heap_start	read	existing	One inclusive-end-to-start conversion already named.		kept-existing-source	100.0	100.0
src/game/memory.c	GAME.EXE	0x8001abd0	memory_reset_system_heap	read	existing	Existing heap-size and InitHeap operation; fixed RAM policy belongs here.		kept-existing-source	100.0	100.0
src/game/memory.c	GAME.EXE	0x8001ac0c	memory_allocate	read	alignment	Only the shared allocator needs the four-byte align-up expression; retain it locally and preserve distinct heap-pointer versus arena-size stack entries.		kept-existing-source	100.0	100.0
src/game/memory.c	GAME.EXE	0x8001ac8c	memory_release_last	read	existing	Existing stack pop and heap/arena branch; no further helper needed.		kept-existing-source	100.0	100.0
src/game/memory.c	OPEN.EXE	0x80015dd4	memory_malloc_checked	read	existing	Existing RAM-range allocation helper; address arithmetic is memory-policy-specific.		kept-existing-source	100.0	100.0
src/game/memory.c	OPEN.EXE	0x80015e0c	memory_allocation_reset	read	existing	Existing depth/cursor reset helper, already one source for both images.		kept-existing-source	100.0	100.0
src/game/memory.c	OPEN.EXE	0x80015e2c	memory_set_allocation_mode	read	existing	Already shared source with one explicit overlay size difference; no extra mode macro.		kept-existing-source	100.0	100.0
src/game/memory.c	OPEN.EXE	0x80015ed4	memory_capture_system_heap_start	read	existing	One inclusive-end-to-start conversion already named.		kept-existing-source	100.0	100.0
src/game/memory.c	OPEN.EXE	0x80015ef4	memory_reset_system_heap	read	existing	Existing heap-size and InitHeap operation; fixed RAM policy belongs here.		kept-existing-source	100.0	100.0
src/game/memory.c	OPEN.EXE	0x80015f30	memory_allocate	read	alignment	Only the shared allocator needs the four-byte align-up expression; retain it locally and preserve distinct heap-pointer versus arena-size stack entries.		kept-existing-source	100.0	100.0
src/game/memory.c	OPEN.EXE	0x80015fb0	memory_release_last	read	existing	Existing stack pop and heap/arena branch; no further helper needed.		kept-existing-source	100.0	100.0
src/game/menu.c	GAME.EXE	0x800222b4	menu_save_confirm	read	input-release	Small draw/release confirmation already calls shared frame/window helpers; no whole-dialogue macro.		kept-existing-source	100.0	100.0
src/game/menu.c	GAME.EXE	0x80022348	menu_root	read	input-edge;input-release	Main menu owns dispatch and confirmation redraw; button-edge predicate is the reusable part.	PAD_PRESSED	retained-exact	100.0	100.0
src/game/menu.c	GAME.EXE	0x80022608	menu_use_item_panel	read	input-edge;input-release;menu-list-step	List movement repeats other panels; item eligibility and consumption stay here.	PAD_PRESSED;menu_list_next;menu_list_previous	retained-exact	100.0	100.0
src/game/menu_enter_mode.c	GAME.EXE	0x80036e30	func_80036e30	read	none	Empty unresolved return stub offers no common operation.		kept-existing-source	100.0	100.0
src/game/menu_enter_mode.c	GAME.EXE	0x80036e38	menu_enter_mode	read	existing	Existing heap/cache/mode boundary; stdarg macros correctly express promoted mode-specific arguments.		kept-existing-source	100.0	100.0
src/game/menu_map_viewer.c	GAME.EXE	0x80022d7c	menu_map_viewer	read	menu-background;input-release	Four background quad inserts repeat in UI; delayed release/press/release exit policy differs from ordinary panels.	MENU_ENQUEUE_BACKGROUND	retained-exact	100.0	100.0
src/game/menu_panels.c	GAME.EXE	0x8002317c	menu_magic_panel	read	menu-list-step;input-edge;input-release	Up/down selected-index/cursor/scroll wrap repeats across menu TUs; preserve texture reload and spell-specific MP/status/HP effects.	PAD_PRESSED;menu_list_next;menu_list_previous	retained-exact	100.0	100.0
src/game/menu_panels.c	GAME.EXE	0x800236ac	menu_option_root	read	input-edge;input-release	Edge polling and pad-release repeat; short fixed cursor wrap differs from scrolling lists and category dispatch stays visible.	PAD_PRESSED	retained-exact	100.0	100.0
src/game/menu_runtime.c	GAME.EXE	0x8002430c	menu_status_panel	read	input-edge;input-release;menu-background	Status tabs draw distinct details/equipment pages; preserve tab redraw and the existing backdrop helper.		kept-existing-source	100.0	100.0
src/game/menu_runtime.c	GAME.EXE	0x800249a8	menu_drop_item	read	input-edge;input-release;menu-list-step;equipped-item	Same list movement and equipped-slot exclusion as sell; drop allocation/quantity updates stay visible.	PAD_PRESSED;PLAYER_ITEM_IS_EQUIPPED;menu_list_next;menu_list_previous	retained-exact	100.0	100.0
src/game/menu_runtime.c	GAME.EXE	0x80024e64	menu_save_load_hub	read	input-edge;input-release	Save/load/format dispatch and catalogue lifecycle are distinct from other root menus.	PAD_PRESSED	retained-exact	100.0	100.0
src/game/menu_runtime.c	GAME.EXE	0x800250c4	menu_save_panel	read	input-edge;input-release	Three-slot navigation with card formatting and overwrite confirmation; generic panel loop would hide state transitions.	PAD_PRESSED	retained-exact	100.0	100.0
src/game/menu_runtime.c	GAME.EXE	0x8002552c	menu_load_panel	read	input-edge;input-release	Three-slot navigation resembles save but successful load exits differently; share only input predicate.	PAD_PRESSED	retained-exact	100.0	100.0
src/game/menu_runtime.c	GAME.EXE	0x8002589c	menu_config_panel	read	input-edge;input-release	Wraps five rows and toggles four option states; final music transition is panel-specific.	PAD_PRESSED	retained-exact	100.0	100.0
src/game/menu_runtime.c	GAME.EXE	0x80025da0	menu_config_panel_draw	read	menu-background	Draws paired option boxes and enqueues four background quads in reverse order; background publication repeats other renderers.	MENU_ENQUEUE_BACKGROUND	retained-exact	100.0	100.0
src/game/menu_runtime.c	GAME.EXE	0x80025f38	menu_draw_stats_header	read	menu-status-glyphs	Class-tier glyph selection, vital fractions and status icons repeat details page locally; coordinates and row spacing differ.	MENU_DRAW_VITAL_FRACTION	retained-exact	100.0	100.0
src/game/menu_runtime.c	GAME.EXE	0x800264d8	menu_draw_status_details	read	menu-status-glyphs	Shares class/status/fraction rendering with header; attack/defense ratings and component rows are page-specific.	MENU_DRAW_VITAL_FRACTION	retained-exact	100.0	100.0
src/game/menu_runtime.c	GAME.EXE	0x8002718c	menu_draw_name_list	read	none	Equipment names copy typed glyph rows; slot order and empty-row spacing are clearer explicitly.		kept-existing-source	100.0	100.0
src/game/menu_runtime.c	GAME.EXE	0x800279c4	menu_item_model_preview	read	menu-preview	Same rotation/light/model publication as detail page; preserve model translation and yaw-step differences from pickup.	menu_preview_light_source	retained-exact	100.0	100.0
src/game/menu_runtime.c	GAME.EXE	0x80027b7c	menu_draw_item_detail	read	menu-preview	Common preview lighting sequence; distinct price selection, quantity and gold layout remain here.	menu_preview_light_source	retained-existing-residue	97.80875	97.80875
src/game/menu_runtime.c	GAME.EXE	0x80027e58	menu_add_marker_quad	read	existing	Already named persistent-quad enqueue at depth 500; retain ABI call.		kept-existing-source	100.0	100.0
src/game/menu_runtime.c	GAME.EXE	0x80027ea0	menu_add_frame_quad	read	existing	Already named front-quad enqueue at depth zero; retain ABI call.		kept-existing-source	100.0	100.0
src/game/menu_runtime.c	GAME.EXE	0x80027ee4	menu_draw_dialog_frame	read	menu-status-glyphs	Overlay selection and summary HP/MP fractions are cohesive; keep saved-value widths and positive-HP gate.	MENU_DRAW_VITAL_FRACTION	retained-exact	100.0	100.0
src/game/menu_runtime.c	GAME.EXE	0x80028380	menu_list_interact	read	input-edge;input-release;menu-preview	Repeated preview dispatch is local; confirmation choices already share result conversion helper.	PAD_PRESSED	retained-exact	100.0	100.0
src/game/menu_runtime.c	GAME.EXE	0x800286d4	menu_two_option_prompt	read	input-edge;input-release	Two-option edge tests repeat list confirmation; drawing order and summary overlay forwarding differ.	PAD_PRESSED	retained-exact	100.0	100.0
src/game/menu_runtime.c	GAME.EXE	0x80028914	menu_draw_window	read	existing	Existing title/row/backdrop abstraction; row confirmation and cursor overlay remain readable.		kept-existing-source	100.0	100.0
src/game/menu_runtime.c	GAME.EXE	0x80028a70	menu_list_render	read	menu-tile	Three tile sites share begin/page/CLUT/XY/UV/semitrans/commit; variable Y, selection and counts remain outside.	MENU_DRAW_LIST_TILE	retained-exact	100.0	100.0
src/game/menu_runtime.c	GAME.EXE	0x800291ec	menu_draw_two_option	read	existing	Already the shared two-option widget; no new wrapper for its conditional box selection.		kept-existing-source	100.0	100.0
src/game/menu_runtime.c	GAME.EXE	0x800292f8	menu_draw_item_name_frame	read	menu-preview;menu-background	Pickup preview lighting repeats detail/model; mirrored four-tile backdrop differs only in X from window backdrop.	MENU_DRAW_BACKDROP_TILE;MENU_ENQUEUE_BACKGROUND;menu_preview_light_source	retained-exact	100.0	100.0
src/game/menu_runtime.c	GAME.EXE	0x80029ab0	menu_blit_sprite_translucent	read	existing	SDK packet helpers and existing begin/commit own common work; offsets and semitrans distinguish this API.		kept-existing-source	100.0	100.0
src/game/menu_runtime.c	GAME.EXE	0x80029c50	menu_blit_sprite	read	existing	Opaque blitter uses different anchor offsets; retain named API and shared SDK operations.		kept-existing-source	100.0	100.0
src/game/menu_runtime.c	GAME.EXE	0x80029de0	menu_draw_string	read	menu-glyph	Base glyph and two kana overlays share packet construction locally; font coordinates and overlay order remain explicit.	menu_begin_text_glyph	retained-exact	100.0	100.0
src/game/menu_runtime.c	GAME.EXE	0x8002a310	menu_draw_number	read	none	Signed single-column digit atlas differs from text glyph grid; SDK helpers already name packet geometry.		kept-existing-source	100.0	100.0
src/game/menu_runtime.c	GAME.EXE	0x8002a510	menu_draw_window_backdrop	read	menu-background	Four mirrored tiles plus reverse background enqueue also occur in pickup frame; potential local helper with two X anchors.	MENU_DRAW_BACKDROP_TILE;MENU_ENQUEUE_BACKGROUND	retained-exact	100.0	100.0
src/game/menu_runtime.c	GAME.EXE	0x8002abb4	menu_frame_begin	read	frame-begin	Flip/select buffers, clear OT and rewind cursor repeat render frame setup; graphics-state ownership differs across images.		kept-existing-source	100.0	100.0
src/game/menu_runtime.c	GAME.EXE	0x8002ac34	menu_present_frame	read	frame-present	Existing named draw/retrace/environment/OT sequence; preserve wait order versus gameplay and opening frame paths.		kept-existing-source	100.0	100.0
src/game/menu_runtime.c	GAME.EXE	0x8002accc	primitive_buffer_begin_poly_ft4	read	existing	Existing SetPolyFT4 plus menu brightness API; no additional allocation macro needed.		kept-existing-source	100.0	100.0
src/game/menu_runtime.c	GAME.EXE	0x8002ad1c	primitive_buffer_commit_poly_ft4	read	existing	Existing AddPrim/increment/cursor publication API; menu uses global packet pointer unlike render enqueue loops.		kept-existing-source	100.0	100.0
src/game/menu_runtime.c	GAME.EXE	0x8002ad6c	menu_list_init	read	existing	Already initializes common list state and copies title; retain defaults and glyph-table ownership.		kept-existing-source	100.0	100.0
src/game/menu_runtime.c	GAME.EXE	0x8002adf8	menu_format_number	read	existing	Signed glyph decimal formatter differs from ASCII unsigned formatter; do not merge merely similar divide/modulo loops.		kept-existing-source	100.0	100.0
src/game/menu_runtime.c	GAME.EXE	0x8002aea4	menu_load_item_model	read	existing	Already release/load/register wrapper; keep allocation flag and yaw reset.		kept-existing-source	100.0	100.0
src/game/menu_runtime.c	GAME.EXE	0x8002af0c	menu_release_item_model	read	existing	Existing flag-gated arena release; further macro adds no meaning.		kept-existing-source	100.0	100.0
src/game/menu_runtime.c	GAME.EXE	0x8002af48	menu_load_item_texture	read	decimal-path	Three decimal filename bytes repeat message-image loader; plus-one ID and return conventions differ.	CD_PATH_WRITE_DECIMAL3	retained-exact	100.0	100.0
src/game/menu_select.c	GAME.EXE	0x800238d8	menu_equip_select	read	input-edge;input-release;menu-list-step;armor-record	Shared list movement; category-specific equipment assignment and stat refresh remain explicit.	PAD_PRESSED;menu_list_next;menu_list_previous	retained-exact	100.0	100.0
src/game/menu_select.c	GAME.EXE	0x80023e9c	menu_spell_select	read	input-edge;input-release;menu-list-step	Same scrolling state transitions; learned-magic filtering, icon loading and selected-magic update are distinct.	PAD_PRESSED;menu_list_next;menu_list_previous	retained-exact	100.0	100.0
src/game/player_core.c	GAME.EXE	0x80016848	player_set_equipment_slot	read	armor-record	Five item-id-to-armor-record-or-NULL resolutions repeat; compare menu previews for a shared typed lookup.		kept-existing-source	100.0	100.0
src/game/player_core.c	GAME.EXE	0x80016a30	player_equip_weapon	read	decimal-path	Two decimal ID bytes repeat in image/model loaders; keep charge/cache reset and fatal load failure local.		kept-existing-source	100.0	100.0
src/game/player_core.c	GAME.EXE	0x80016b24	player_begin_weapon_attack	read	existing	Already names charge commit and attack start; full-charge flag and sound are domain policy.		kept-existing-source	100.0	100.0
src/game/player_core.c	GAME.EXE	0x80016bc0	player_update_weapon_attack	read	existing	Existing matrix/math/damage helpers expose attack; hit window, charge reset and gain clamp are weapon-specific.		kept-existing-source	100.0	100.0
src/game/player_core.c	GAME.EXE	0x80016e24	game_initialize_session	read	none	One session setup composes state initialization and allocation; fixed initial camera and option defaults stay explicit.		kept-existing-source	100.0	100.0
src/game/player_core.c	GAME.EXE	0x80016eb8	player_clear_motion	read	existing	Existing five-field reset preserves other motion-state fields; no additional macro.		kept-existing-source	100.0	100.0
src/game/player_core.c	GAME.EXE	0x80016ee8	player_sync_position_to_map	read	map-coordinate	Already cohesive floor/cell/camera/occupancy reset; world-cell division repeats but field narrowing differs from collision query.		kept-existing-source	100.0	100.0
src/game/player_core.c	GAME.EXE	0x80017040	player_distance_to_point_in_cone	read	cone-angle-error	Masked/folded bearing error repeats in actor and event cone scans; preserve s16 result and opposite Z subtraction.	angle_error_magnitude	retained-exact	100.0	100.0
src/game/player_core.c	GAME.EXE	0x80017108	player_distance_to_point	read	bounded-distance2	Shares bounded shifted-square XZ length; camera/floor height and fixed player height make the vertical test distinct.		kept-existing-source	100.0	100.0
src/game/player_core.c	GAME.EXE	0x800171fc	player_move_horizontal	read	map-coordinate	Signed coordinate division repeats; wall deflection, diagonal projection, per-axis acceptance and retry limit are unique player policy.		kept-existing-source	96.56896	96.56896
src/game/player_core.c	GAME.EXE	0x80017a24	player_update_view_bob	read	existing	Small named grounded-only sine bob helper already sufficient.		kept-existing-source	100.0	100.0
src/game/player_core.c	GAME.EXE	0x80017a80	player_update_vertical_motion	read	none	Player landing overshoot, acceleration, death/pit exceptions and view Y differ from actor gravity; keep explicit.		kept-existing-source	100.0	100.0
src/game/player_core.c	GAME.EXE	0x80017cf8	player_warp_to_floor_entry	read	player-floor-position;map-coordinate	Floor-relative player position snapshot repeats in other warp TUs; variant/audio policy and cell-center assignment stay in wrapper.	PLAYER_FLOOR_POSITION	retained-existing-residue	99.87654	99.87654
src/game/player_core.c	GAME.EXE	0x80017e3c	player_update_transform_snapshot	read	existing-sdk	Full VECTOR/SVECTOR copy then SDK addVector already communicates snapshot and rotation-offset semantics.		kept-existing-source	100.0	100.0
src/game/player_death.c	GAME.EXE	0x80015164	player_death_begin	read	existing	Existing death state/sound/light snapshot boundary; no extra wrapper needed.		kept-existing-source	100.0	100.0
src/game/player_death.c	GAME.EXE	0x800151cc	game_state_initialize	read	none	Authored initial stocks/stats and byte clears are initialization policy; generic reset macro would hide owned extents.		kept-existing-source	100.0	100.0
src/game/player_death.c	GAME.EXE	0x800154b0	player_death_restart	read	restore-vitals	Revival restores HP/MP but full status clear happens later; do not fold status policy into a generic restore helper.		kept-existing-source	100.0	100.0
src/game/player_death.c	GAME.EXE	0x8001564c	player_adjust_hp	read	existing	Existing clamped adjustment additionally starts death at nonpositive HP; not interchangeable with MP adjustment.		kept-existing-source	100.0	100.0
src/game/player_death.c	GAME.EXE	0x800156bc	player_adjust_mp	read	existing	Existing clamped adjustment has no death callback; preserving explicit branch policy is clearer than callback macro.		kept-existing-source	100.0	100.0
src/game/player_death.c	GAME.EXE	0x80015714	player_recalculate_combat_stats	read	armor-record;armor-defense;magic-learn	Armor lookup and defense accumulation repeat; each armor adds cutting defense twice. Magic-learn plus notification also recurs in item/menu paths.		kept-existing-source	100.0	100.0
