id	file	line	function	arg_index	definition	expansion_occurrence	domains	images	modes	before_line	before_function	before_name	final_name	decision	semantic_reason	reviewer
P00371	include/kf/game_map.h	529	map_resources_load	0	0	0	KfFloorId	GAME.EXE|OPEN.EXE	modern|retail	529	map_resources_load	floor	floor	retain	Floor whose resource path and texture setup are loaded; same selector passed to path helper.	root
P00372	include/kf/game_map.h	529	map_resources_load	1	0	0	KfMapVariant	GAME.EXE|OPEN.EXE	modern|retail	529	map_resources_load	map_variant	map_variant	retain	Map variant selects default archive versus alternate assets; align header and warp callers and avoid Boolean use_variant wording.	root
P00389	include/kf/game_math.h	95	angle_to_forward_xz	1	0	0	KfVecXZs	GAME.EXE|OPEN.EXE	modern|retail	95	angle_to_forward_xz	direction	direction	retain	Output signed XZ forward direction derived from the supplied angle.	root
P00397	include/kf/game_math.h	100	matrix_interpolate	0	0	0	MATRIX	GAME.EXE|OPEN.EXE	modern|retail	100	matrix_interpolate	from	from	retain	Starting nine-coefficient matrix; input only; shared/matrix_lerp.c:19,25-28 reads from->m as signed baseline values; translation words are not visited.	graphics
P00398	include/kf/game_math.h	100	matrix_interpolate	1	0	0	MATRIX	GAME.EXE|OPEN.EXE	modern|retail	100	matrix_interpolate	to	to	retain	Ending nine-coefficient matrix; input only; shared/matrix_lerp.c:20,26-28 reads to->m for signed coefficient deltas; distinct from writable output.	graphics
P00399	include/kf/game_math.h	100	matrix_interpolate	2	0	0	MATRIX	GAME.EXE|OPEN.EXE	modern|retail	100	matrix_interpolate	output	output	retain	Writable nine-coefficient blend destination; shared/matrix_lerp.c:21-29 writes output->m for KF_MATRIX_ROTATION_ELEMENTS entries; MATRIX translation is untouched.	graphics
P00402	include/kf/game_math.h	101	matrix_set_rotation_x	1	0	0	MATRIX	GAME.EXE|OPEN.EXE	modern|retail	101	matrix_set_rotation_x	matrix	matrix	retain	Matrix whose rotation coefficients are replaced with an X-axis rotation; GAME matrix_rotation.c:75-83 and OPEN:16-24 write m[3][3] only; SDK MATRIX translation survives.	graphics
P00404	include/kf/game_math.h	102	matrix_set_rotation_y	1	0	0	MATRIX	GAME.EXE|OPEN.EXE	modern|retail	102	matrix_set_rotation_y	matrix	matrix	retain	Matrix whose rotation coefficients are replaced with a Y-axis rotation; GAME matrix_rotation.c:92-100 and OPEN:33-41 write cosine/sine XZ entries and identity Y; translation survives.	graphics
P00406	include/kf/game_math.h	103	matrix_set_rotation_z	1	0	0	MATRIX	GAME.EXE|OPEN.EXE	modern|retail	103	matrix_set_rotation_z	matrix	matrix	retain	Matrix whose rotation coefficients are replaced with a Z-axis rotation; GAME matrix_rotation.c:109-117 and OPEN:50-58 write XY cosine/sine and identity Z; translation survives.	graphics
P00407	include/kf/game_math.h	105	matrix_set_rotation_yxz	0	0	0	KfEulerAngles	GAME.EXE|OPEN.EXE	modern|retail	105	matrix_set_rotation_yxz	angles	angles	retain	Input Euler XYZ angle triplet composed in YXZ order; Both image implementations read angles.z/x/y into Z/X/Y rotation constructors and multiply the temporary matrices.	graphics
P00408	include/kf/game_math.h	105	matrix_set_rotation_yxz	1	0	0	MATRIX	GAME.EXE|OPEN.EXE	modern|retail	105	matrix_set_rotation_yxz	matrix	matrix	retain	Destination rotation matrix composed through SDK matrix operations; Both image implementations build X into matrix then multiply Z and Y temporaries through MulMatrix/MulMatrix2.	graphics
P00409	include/kf/game_math.h	107	pitch_yaw_to_forward_vector	0	0	0	KfEulerAngles	GAME.EXE|OPEN.EXE	modern|retail	107	pitch_yaw_to_forward_vector	angles	angles	retain	Input Euler pitch and yaw derive the forward vector; roll storage is not used by this operation.	root
P00410	include/kf/game_math.h	107	pitch_yaw_to_forward_vector	1	0	0	SVECTOR	GAME.EXE|OPEN.EXE	modern|retail	107	pitch_yaw_to_forward_vector	direction	direction	retain	Output forward direction, distinct from an input rotation despite identical SDK vector layout.	root
P00412	include/kf/game_math.h	108	vector2s_scale_shift11	1	0	0	KfVecXZs	GAME.EXE|OPEN.EXE	modern|retail	108	vector2s_scale_shift11	vector	vector	retain	XZ vector scaled in place; neither separate source nor output pointer exists.	root
P00415	include/kf/game_math.h	111	vector3i_add_xz	0	0	0	VECTOR	GAME.EXE|OPEN.EXE	modern|retail	111	vector3i_add_xz	vector	destination	rename	Vector receives an XZ delta in place; align header with definition and distinguish delta input.	root
P00416	include/kf/game_math.h	111	vector3i_add_xz	1	0	0	KfVecXZs	GAME.EXE|OPEN.EXE	modern|retail	111	vector3i_add_xz	delta	delta	retain	XZ displacement added to destination X/Z; no Y component is applied.	root
P00418	include/kf/game_math.h	112	vector3s_scale_shift12	1	0	0	SVECTOR	GAME.EXE|OPEN.EXE	modern|retail	112	vector3s_scale_shift12	vector	vector	retain	Three-component signed vector scaled in place in GAME and OPEN.	root
P00423	include/kf/game_menu.h	130	menu_confirm_result_from_choice	0	1	0	KfMenuConfirmChoice	GAME.EXE|OPEN.EXE	modern|retail	130	menu_confirm_result_from_choice	choice	choice	retain	Chosen accept/decline footer option; include/kf/game_menu.h:130 negates encoded choice; menu_runtime.c:1730,1818 pass selected footer choice.	menu
P00425	include/kf/game_menu.h	146	KfMenuSelection<Value>	0	1	0	KfMenuResult	GAME.EXE|OPEN.EXE	modern	146	KfMenuSelection<Value>	result	result	retain	Control result encoded in mixed value/control selection; include/kf/game_menu.h:148 stores encoded result; sibling Value constructor intentionally represents a different domain.	menu
P00429	include/kf/game_menu.h	205	menu_texture_from_magic	0	1	0	KfEffectKind	GAME.EXE|OPEN.EXE	modern	205	menu_texture_from_magic	magic	magic_id	rename	Spell record ID reused as texture index; include/kf/game_menu.h:207 encodes spell ID; menu_select.c:242 and menu_panels.c:63 pass selected spell code.	menu
P00430	include/kf/game_menu.h	377	menu_list_previous	0	1	0	KfMenuList	GAME.EXE|OPEN.EXE	modern|retail	377	menu_list_previous	list	list	retain	Mutable list navigation state; include/kf/game_menu.h:358 modifies selected_index, cursor_row, scroll_offset with wrap; called by list menu navigation.	menu
P00431	include/kf/game_menu.h	397	menu_list_next	0	1	0	KfMenuList	GAME.EXE|OPEN.EXE	modern|retail	397	menu_list_next	list	list	retain	Mutable list navigation state; include/kf/game_menu.h:377 advances selected_index/cursor/scroll and wraps; mirrors previous helper.	menu
P00432	include/kf/game_menu.h	447	item_menu_root	0	0	0	KfItemStockBank	GAME.EXE|OPEN.EXE	modern|retail	447	item_menu_root	shop_id	shop_bank	rename	Shop stock bank forwarded to buy and sell panels; item.c:170,173 forwards bank to item_menu_buy/sell; menu_enter_mode.c:50 receives shop bank from map_scripts.c:524 character-to-bank conversion.	menu
P00433	include/kf/game_menu.h	448	item_pickup_confirm	0	0	0	KfObjectId	GAME.EXE|OPEN.EXE	modern|retail	448	item_pickup_confirm	item_id	item_id	retain	Inventory object offered for pickup; item.c:460 indexes player stock by item_id then loads model and name; menu_enter_mode pickup branch forwards picked object ID.	menu
P00434	include/kf/game_menu.h	452	menu_blit_sprite	0	0	0	MenuSpriteDef	GAME.EXE|OPEN.EXE	modern|retail	452	menu_blit_sprite	sprite	sprite	retain	Single sprite texture/size descriptor; menu_runtime.c:2118 reads sprite tpage/clut/UV/extents; calls pass selection_cursor and option descriptors, distinct from font-atlas role.	menu
P00435	include/kf/game_menu.h	452	menu_blit_sprite	1	0	0	MenuPoint	GAME.EXE|OPEN.EXE	modern|retail	452	menu_blit_sprite	position	position	retain	Screen anchor for sprite placement; menu_runtime.c:2120 subtracts fixed x/y offsets from position coordinates; calls pass label.position.	menu
P00436	include/kf/game_menu.h	454	menu_blit_sprite_translucent	0	0	0	MenuSpriteDef	GAME.EXE|OPEN.EXE	modern|retail	454	menu_blit_sprite_translucent	sprite	sprite	retain	Single translucent sprite descriptor; menu_runtime.c:2101 reads descriptor tpage/clut/UV/extents then enables semi-transparency; mirrors opaque blitter role.	menu
P00437	include/kf/game_menu.h	454	menu_blit_sprite_translucent	1	0	0	MenuPoint	GAME.EXE|OPEN.EXE	modern|retail	454	menu_blit_sprite_translucent	position	position	retain	Screen anchor for sprite placement; menu_runtime.c:2103 offsets anchor x/y; same coordinate role as opaque blitter.	menu
P00438	include/kf/game_menu.h	457	menu_draw_dialog_frame	0	0	0	KfSaveSlotSummary	GAME.EXE|OPEN.EXE	modern|retail	457	menu_draw_dialog_frame	summaries	summaries	retain	Optional array of save-slot summaries; menu_runtime.c:1524 definition rows disagrees with game_menu.h summaries; loop reads rows[i].experience/current_floor/HP/MP; save/load callers pass summaries arrays.	menu
P00439	include/kf/game_menu.h	457	menu_draw_dialog_frame	1	0	0	KfSaveSlotOverlay	GAME.EXE|OPEN.EXE	modern|retail	457	menu_draw_dialog_frame	overlay	slot_overlay	rename	Save-slot background omission selector; menu_runtime.c:1531-1557 chooses which save-slot quads to enqueue; explicit slot scope distinguishes this from program overlay mode.	menu
P00440	include/kf/game_menu.h	459	menu_draw_item_detail	0	0	0	KfObjectId	GAME.EXE|OPEN.EXE	modern|retail	459	menu_draw_item_detail	item_id	item_id	retain	Inventory item whose model/name/price are drawn; menu_runtime.c:1427-1456 uses item ID for name and price-row indexing; buy/sell callers pass selected inventory code.	menu
P00441	include/kf/game_menu.h	459	menu_draw_item_detail	1	0	0	KfItemStockBank	GAME.EXE|OPEN.EXE	modern|retail	459	menu_draw_item_detail	shop_id	shop_bank	rename	Shop bank encoding mapped to price column; menu_runtime.c:1453,1456 subtract FIRST_SHOP; matches item_menu_buy/sell bank domain even though this renderer does not itself index stock.	menu
P00442	include/kf/game_menu.h	459	menu_draw_item_detail	2	0	0	KfTradeMode	GAME.EXE|OPEN.EXE	modern|retail	459	menu_draw_item_detail	price_mode	price_mode	retain	Buy versus sell price selection; menu_runtime.c:1451 branches BUY to item_buy_prices else item_sell_prices; role is price selection, not trade execution.	menu
P00443	include/kf/game_menu.h	460	menu_draw_item_name_frame	0	0	0	KfObjectId	GAME.EXE|OPEN.EXE	modern|retail	460	menu_draw_item_name_frame	item_id	item_id	retain	Picked item whose model/name are drawn; menu_runtime.c:2046 uses item_name_rows[item_id]; item_pickup_confirm passes the inventory object under confirmation.	menu
P00444	include/kf/game_menu.h	462	menu_draw_number	0	0	0	MenuSpriteDef	GAME.EXE|OPEN.EXE	modern|retail	462	menu_draw_number	font	font	retain	Numeric glyph font-atlas descriptor; menu_runtime.c:2187 parameter atlas copied immediately into local font; declaration says font; calls use menu_assets.number_atlas; same font role as menu_draw_string.	menu
P00445	include/kf/game_menu.h	462	menu_draw_number	1	0	0	MenuGlyphString	GAME.EXE|OPEN.EXE	modern|retail	462	menu_draw_number	string	string	retain	Positioned numeric glyph stream; menu_runtime.c:2190 copies to label and consumes glyph codes/position; declaration matches; semantic subtype of generic glyph string.	menu
P00446	include/kf/game_menu.h	464	menu_draw_string	0	0	0	MenuSpriteDef	GAME.EXE|OPEN.EXE	modern|retail	464	menu_draw_string	font	font	retain	Text glyph font-atlas descriptor; menu_runtime.c:2154 forwards to glyph builder and uses glyph-sized extents; calls use menu_assets.glyph_atlas; differs legitimately from sprite role.	menu
P00447	include/kf/game_menu.h	464	menu_draw_string	1	0	0	MenuGlyphString	GAME.EXE|OPEN.EXE	modern|retail	464	menu_draw_string	string	string	retain	Positioned textual glyph stream; menu_runtime.c:2149 iterates string glyphs and uses string origin; same role as numeric renderer except atlas encoding.	menu
P00448	include/kf/game_menu.h	469	menu_draw_two_option	0	0	0	MenuGlyphString	GAME.EXE|OPEN.EXE	modern|retail	469	menu_draw_two_option	option0	accept_label	rename	Accept-action label; menu_runtime.c:2014 maps KF_MENU_CHOICE_ACCEPT to option0; item_pickup_confirm passes accept_label; prompt passes yes label and list-interact action label.	menu
P00449	include/kf/game_menu.h	469	menu_draw_two_option	1	0	0	MenuGlyphString	GAME.EXE|OPEN.EXE	modern|retail	469	menu_draw_two_option	option1	decline_label	rename	Decline-action label; menu_runtime.c:2017 maps non-accept selection to option1; pickup passes decline_label; prompt/list pass no or cancel label.	menu
P00450	include/kf/game_menu.h	470	menu_draw_two_option	2	0	0	KfMenuConfirmChoice	GAME.EXE|OPEN.EXE	modern|retail	470	menu_draw_two_option	selected	selected_choice	rename	Currently selected accept/decline choice; menu_runtime.c:2013 chooses cursor location using ACCEPT; explicit selected role differs from helper choice that merely converts a supplied choice.	menu
P00451	include/kf/game_menu.h	470	menu_draw_two_option	3	0	0	KfMenuConfirmState	GAME.EXE|OPEN.EXE	modern|retail	470	menu_draw_two_option	highlight	confirmation	rename	Whether selected choice is confirmed; menu_runtime.c:2019 checks REQUESTED before applying confirmed highlight; same domain and rendering role as menu_draw_window confirmation, not selected row.	menu
P00452	include/kf/game_menu.h	471	menu_draw_window	0	0	0	KfMenuWindowKind	GAME.EXE|OPEN.EXE	modern|retail	471	menu_draw_window	kind	window_kind	rename	Window layout-bank selector; menu_runtime.c:1846 indexes menu_window_layouts[kind] and excludes CONFIG backdrop; distinguish from confirmation-text kind.	menu
P00455	include/kf/game_menu.h	471	menu_draw_window	3	0	0	KfMenuConfirmState	GAME.EXE|OPEN.EXE	modern|retail	471	menu_draw_window	confirmation	confirmation	retain	Whether selected row uses confirmed background; menu_runtime.c:1857 requires REQUESTED to use row_confirmed_background; selected row remains separate integer highlight parameter.	menu
P00458	include/kf/game_menu.h	474	menu_format_number	2	0	0	KfFormatPaddingMode	GAME.EXE|OPEN.EXE	modern|retail	474	menu_format_number	pad_zero	padding_mode	rename	Leading decimal glyph padding style; menu_runtime.c:2312 selects blank glyph for SPACES else zero; enum selects padding policy, not a boolean named after one option.	menu
P00460	include/kf/game_menu.h	477	menu_enter_mode	0	0	0	KfMenuMode	GAME.EXE|OPEN.EXE	modern	477	menu_enter_mode	mode	menu_mode	rename	Menu dispatch mode and vararg contract; menu_enter_mode.c:29 switches ROOT/PICKUP/SHOP; va_start uses mode; all public overload declarations represent same dispatcher.	menu
P00461	include/kf/game_menu.h	478	menu_enter_mode	0	0	0	KfMenuMode	GAME.EXE|OPEN.EXE	modern	478	menu_enter_mode	mode	menu_mode	rename	Menu dispatch mode and vararg contract; menu_enter_mode.c:29 switches ROOT/PICKUP/SHOP; va_start uses mode; all public overload declarations represent same dispatcher.	menu
P00462	include/kf/game_menu.h	478	menu_enter_mode	1	0	0	KfObjectId	GAME.EXE|OPEN.EXE	modern	478	menu_enter_mode	item	item_id	rename	Picked inventory object ID; game_menu.h:478 item overload corresponds to menu_enter_mode.c:35 local item_id and item_pickup_confirm(item_id).	menu
P00463	include/kf/game_menu.h	479	menu_enter_mode	0	0	0	KfMenuMode	GAME.EXE|OPEN.EXE	modern	479	menu_enter_mode	mode	menu_mode	rename	Menu dispatch mode and vararg contract; menu_enter_mode.c:29 switches ROOT/PICKUP/SHOP; va_start uses mode; all public overload declarations represent same dispatcher.	menu
P00464	include/kf/game_menu.h	479	menu_enter_mode	1	0	0	KfItemStockBank	GAME.EXE|OPEN.EXE	modern	479	menu_enter_mode	shop	shop_bank	rename	Shop stock bank passed to trading hub; game_menu.h:479 corresponds to dispatcher shop_id forwarded into item_menu_root; map_scripts.c:524 converts character ID to stock bank.	menu
P00465	include/kf/game_menu.h	481	menu_enter_mode	0	0	0	KfMenuMode	GAME.EXE|OPEN.EXE	modern|retail	481	menu_enter_mode	mode	menu_mode	rename	Menu dispatch mode and vararg contract; menu_enter_mode.c:29 switches ROOT/PICKUP/SHOP; va_start uses mode; all public overload declarations represent same dispatcher.	menu
P00466	include/kf/game_menu.h	483	menu_equip_select	0	0	0	KfEquipmentMenuCategory	GAME.EXE|OPEN.EXE	modern|retail	483	menu_equip_select	category	equipment_category	rename	Equipment category determining item span and title; menu_select.c:48 switch determines inventory range; :97 selects EQUIPMENT window title row with same category.	menu
P00467	include/kf/game_menu.h	485	menu_item_model_preview	0	0	0	KfObjectId	GAME.EXE|OPEN.EXE	modern|retail	485	menu_item_model_preview	item_id	item_id	retain	Inventory item selected for model/name preview; menu_runtime.c:1329 gates object-none sentinel and draws item name; equipment/use/drop callers pass inventory object code.	menu
P00468	include/kf/game_menu.h	486	menu_list_init	0	0	0	KfMenuList	GAME.EXE|OPEN.EXE	modern|retail	486	menu_list_init	list	list	retain	List state being initialized; menu_runtime.c:2290-2302 writes title, geometry, count and navigation fields; same object role as navigation/render helpers.	menu
P00469	include/kf/game_menu.h	486	menu_list_init	1	0	0	KfMenuWindowKind	GAME.EXE|OPEN.EXE	modern|retail	486	menu_list_init	kind	window_kind	rename	Source window layout for copied title row; menu_runtime.c:2293 copies window_layouts[kind].rows[row] glyphs; same bank selector as window renderer, although title-source role is narrower.	menu
P00471	include/kf/game_menu.h	489	menu_list_interact	0	0	0	KfMenuList	GAME.EXE|OPEN.EXE	modern	489	menu_list_interact	list	list	retain	List displayed beneath confirmation prompt; menu_runtime.c:1693,1708,1743 passes untouched state to menu_list_render; const view legitimately differs from mutable init/navigation.	menu
P00472	include/kf/game_menu.h	489	menu_list_interact	1	0	0	KfMenuConfirmKind	GAME.EXE|OPEN.EXE	modern	489	menu_list_interact	kind	confirm_kind	rename	Action selecting accept and decline text; menu_runtime.c:1649-1678 branches USE/DROP/YES_NO/BUY/SELL to glyph strings; differs from KfMenuWindowKind layout selector.	menu
P00473	include/kf/game_menu.h	489	menu_list_interact	2	0	0	KfMenuPreviewMode	GAME.EXE|OPEN.EXE	modern	489	menu_list_interact	preview_mode	preview_mode	retain	Preview renderer selection; menu_runtime.c:1685 selects model/detail/magic-icon branch; enum and role align.	menu
P00474	include/kf/game_menu.h	490	menu_list_interact	3	0	0	KfObjectId	GAME.EXE|OPEN.EXE	modern	490	menu_list_interact	item_id	item_id	retain	Previewed inventory item ID; game_menu.h:490 modern object overload; model and detail branches decode fourth argument as KfObjectId.	menu
P00475	include/kf/game_menu.h	490	menu_list_interact	4	0	0	KfItemStockBank	GAME.EXE|OPEN.EXE	modern	490	menu_list_interact	shop_id	shop_bank	rename	Optional shop bank consumed by item-detail preview; menu_runtime.c:1688 forwards to menu_draw_item_detail; item preview callers pass PLAYER placeholder where bank is unused, so document optional role rather than imply always valid shop.	menu
P00476	include/kf/game_menu.h	490	menu_list_interact	5	0	0	KfTradeMode	GAME.EXE|OPEN.EXE	modern	490	menu_list_interact	price_mode	price_mode	retain	Optional buy/sell price selection for detail preview; menu_runtime.c:1688 forwards only in ITEM_DETAIL branch; other preview modes ignore it, matching draw_item_detail price-specific role.	menu
P00477	include/kf/game_menu.h	492	menu_list_interact	0	0	0	KfMenuList	GAME.EXE|OPEN.EXE	modern	492	menu_list_interact	list	list	retain	List displayed beneath confirmation prompt; menu_runtime.c:1693,1708,1743 passes untouched state to menu_list_render; const view legitimately differs from mutable init/navigation.	menu
P00478	include/kf/game_menu.h	492	menu_list_interact	1	0	0	KfMenuConfirmKind	GAME.EXE|OPEN.EXE	modern	492	menu_list_interact	kind	confirm_kind	rename	Action selecting accept and decline text; menu_runtime.c:1649-1678 branches USE/DROP/YES_NO/BUY/SELL to glyph strings; differs from KfMenuWindowKind layout selector.	menu
P00479	include/kf/game_menu.h	492	menu_list_interact	2	0	0	KfMenuPreviewMode	GAME.EXE|OPEN.EXE	modern	492	menu_list_interact	preview_mode	preview_mode	retain	Preview renderer selection; menu_runtime.c:1685 selects model/detail/magic-icon branch; enum and role align.	menu
P00480	include/kf/game_menu.h	493	menu_list_interact	3	0	0	KfEffectKind	GAME.EXE|OPEN.EXE	modern	493	menu_list_interact	magic_id	magic_id	retain	Previewed spell ID or no-magic sentinel; game_menu.h:493 modern spell overload; magic callers in menu_select.c:252 and menu_panels.c:72 pass spell codes and MAGIC_ICON mode.	menu
P00481	include/kf/game_menu.h	493	menu_list_interact	4	0	0	KfItemStockBank	GAME.EXE|OPEN.EXE	modern	493	menu_list_interact	shop_id	shop_bank	rename	Optional shop bank consumed by item-detail preview; menu_runtime.c:1688 forwards to menu_draw_item_detail; item preview callers pass PLAYER placeholder where bank is unused, so document optional role rather than imply always valid shop.	menu
P00482	include/kf/game_menu.h	493	menu_list_interact	5	0	0	KfTradeMode	GAME.EXE|OPEN.EXE	modern	493	menu_list_interact	price_mode	price_mode	retain	Optional buy/sell price selection for detail preview; menu_runtime.c:1688 forwards only in ITEM_DETAIL branch; other preview modes ignore it, matching draw_item_detail price-specific role.	menu
P00483	include/kf/game_menu.h	496	menu_list_interact	0	0	0	KfMenuList	GAME.EXE|OPEN.EXE	retail	496	menu_list_interact	list	list	retain	List displayed beneath confirmation prompt; menu_runtime.c:1693,1708,1743 passes untouched state to menu_list_render; const view legitimately differs from mutable init/navigation.	menu
P00489	include/kf/game_menu.h	499	menu_list_render	0	0	0	KfMenuList	GAME.EXE|OPEN.EXE	modern|retail	499	menu_list_render	list	list	retain	Scrollable list read for rendering; menu_runtime.c:1913 reads glyph_rows/quantities then geometry/cursor; same list object as init/navigation but const consumer.	menu
P00490	include/kf/game_menu.h	500	menu_load_item_model	0	0	0	KfObjectId	GAME.EXE|OPEN.EXE	modern|retail	500	menu_load_item_model	id	item_id	rename	Inventory object ID indexing model file table; menu_runtime.c:2333 compares OBJECT_NONE then cd_file_load_table_entry(asset,id); callers pass inventory code, aligns model preview/name APIs.	menu
P00491	include/kf/game_menu.h	501	menu_load_item_texture	0	0	0	KfMenuTextureId	GAME.EXE|OPEN.EXE	modern|retail	501	menu_load_item_texture	id	texture_id	rename	Menu artwork resource index; menu_runtime.c:2361 compares MENU_TEXTURE_NONE then adds one for TIM/Mddd path; callers include spell artwork and card messages, so item_id would be too narrow.	menu
P00492	include/kf/game_menu.h	505	menu_map_viewer	0	0	0	KfObjectId	GAME.EXE|OPEN.EXE	modern|retail	505	menu_map_viewer	item_code	item_id	rename	Map item ID choosing map-artwork set; menu_map_viewer.c:37 compares KF_ITEM_WATCHMAN_MAP; menu.c:268 passes selected inventory code, same item ID domain as other menu APIs.	menu
P00493	include/kf/game_menu.h	507	menu_play_input_sound	0	0	0	KfMenuSoundCue	GAME.EXE|OPEN.EXE	modern|retail	507	menu_play_input_sound	cue	cue	retain	UI action feedback cue;  save_system.c:165 selects cursor/confirm/cancel sound program/note; callers in OPEN and GAME use the same feedback roles.	menu
P00494	include/kf/game_menu.h	516	menu_two_option_prompt	0	0	0	KfMenuWindowKind	GAME.EXE|OPEN.EXE	modern|retail	516	menu_two_option_prompt	kind	window_kind	rename	Background window layout selector; menu_runtime.c:1778 compares SAVE/LOAD then forwards to menu_draw_window; same layout domain as draw/init, not footer confirm-kind.	menu
P00497	include/kf/game_menu.h	517	menu_two_option_prompt	3	0	0	KfSaveSlotSummary	GAME.EXE|OPEN.EXE	modern|retail	517	menu_two_option_prompt	summaries	summaries	retain	Optional save-slot summaries for dialog frame; menu_runtime.c:1798,1827 forwards unchanged into menu_draw_dialog_frame; save/load callers provide catalog and non-save callers NULL.	menu
P00498	include/kf/game_menu.h	518	talk_show_dialogue_page	0	0	0	KfFloorId	GAME.EXE|OPEN.EXE	modern|retail	518	talk_show_dialogue_page	floor	floor	retain	Floor ID encoded into dialogue image path;  save_system.c:869 writes floor to path digit; map_scripts.c:407,423,438,456 pass current_floor. Cross-domain review: retain floor consistently with resource and warp floor selectors.	menu
P00500	include/kf/game_menu.h	518	talk_show_dialogue_page	2	0	0	KfCharacterId	GAME.EXE|OPEN.EXE	modern|retail	518	talk_show_dialogue_page	character_id	character_id	retain	Speaker/event character ID in dialogue path;  save_system.c:866-871 uses tens/ones in directory and filename; callers pass event.character_id.	menu
P00502	include/kf/game_player.h	81	operator++	0	1	0	KfPlayerUpdateState	GAME.EXE|OPEN.EXE	modern	81	operator++	value	value	retain	Mutable player damage/death frame-state counter; prefix/postfix update the same operand, with postfix returning its previous value.	root
P00503	include/kf/game_player.h	81	operator++	0	1	0	KfPlayerUpdateState	GAME.EXE|OPEN.EXE	modern	81	operator++	value	value	retain	Mutable player damage/death frame-state counter; prefix/postfix update the same operand, with postfix returning its previous value.	root
P00505	include/kf/game_player.h	81	operator--	0	1	0	KfPlayerUpdateState	GAME.EXE|OPEN.EXE	modern	81	operator--	value	value	retain	Mutable player damage/death frame-state counter; prefix/postfix update the same operand, with postfix returning its previous value.	root
P00506	include/kf/game_player.h	81	operator--	0	1	0	KfPlayerUpdateState	GAME.EXE|OPEN.EXE	modern	81	operator--	value	value	retain	Mutable player damage/death frame-state counter; prefix/postfix update the same operand, with postfix returning its previous value.	root
P00514	include/kf/game_player.h	309	player_apply_damage	3	0	0	KfPlayerStatusFlags	GAME.EXE|OPEN.EXE	modern|retail	309	player_apply_damage	status_effect_flags	status_effect_flags	retain	Incoming curse, darkness, poison and slow flags update player status/timers; shared field role.	root
P00519	include/kf/game_player.h	313	player_apply_radial_damage	0	0	0	VECTOR	GAME.EXE|OPEN.EXE	modern|retail	313	player_apply_radial_damage	origin	origin	retain	World-space radial-damage center; matches the actor radial query parameter.	root
P00533	include/kf/game_player.h	318	player_death_apply_visual_fade	0	0	0	MATRIX	GAME.EXE|OPEN.EXE	modern|retail	318	player_death_apply_visual_fade	color_from	color_from	retain	Starting color matrix for death fade; explicit color distinguishes this from the fade's light/position state.	root
P00540	include/kf/game_player.h	327	player_distance_to_point_in_cone	0	0	0	VECTOR	GAME.EXE|OPEN.EXE	modern|retail	327	player_distance_to_point_in_cone	point	point	retain	Candidate world-space point tested against the player's implicit cone origin.	root
P00544	include/kf/game_player.h	329	player_equip_weapon	0	0	0	KfObjectId	GAME.EXE|OPEN.EXE	modern|retail	329	player_equip_weapon	weapon_id	weapon_id	retain	Inventory object in weapon-equipping role; narrower role than generic item_id is intentional.	root
P00547	include/kf/game_player.h	337	player_select_magic	0	0	0	KfEffectKind	GAME.EXE|OPEN.EXE	modern|retail	337	player_select_magic	magic_id	magic_id	retain	Selected spell identity indexes magic records; same numeric domain as effects but spell-selection role.	root
P00548	include/kf/game_player.h	338	player_set_equipment_slot	0	0	0	KfObjectId	GAME.EXE|OPEN.EXE	modern|retail	338	player_set_equipment_slot	item_id	item_id	retain	Inventory item assigned to the selected equipment slot; weapon is only one slot case.	root
P00549	include/kf/game_player.h	338	player_set_equipment_slot	1	0	0	KfEquipmentSlot	GAME.EXE|OPEN.EXE	modern|retail	338	player_set_equipment_slot	slot	slot	retain	Destination equipment slot selects the corresponding equipped item field.	root
P00550	include/kf/game_player.h	341	player_use_item	0	0	0	KfObjectId	GAME.EXE|OPEN.EXE	modern|retail	341	player_use_item	item_id	item_id	retain	Inventory item whose gameplay use is dispatched; player_use_item.c:77 switches key/staff/seal/herb IDs and accesses item stock; caller uses selected inventory object.	menu
P00551	include/kf/game_player.h	344	player_update_transform_snapshot	0	0	0	VECTOR	GAME.EXE|OPEN.EXE	modern|retail	344	player_update_transform_snapshot	position_out	position_out	retain	Required output snapshot of player camera position; no input/null-retention behavior.	root
P00552	include/kf/game_player.h	344	player_update_transform_snapshot	1	0	0	SVECTOR	GAME.EXE|OPEN.EXE	modern|retail	344	player_update_transform_snapshot	rotation_out	rotation_out	retain	Required output camera rotation with view offset added; matches paired snapshot output.	root
P00553	include/kf/game_player.h	349	player_warp_change_floor	0	0	0	KfFloorId	GAME.EXE|OPEN.EXE	modern|retail	349	player_warp_change_floor	floor	floor	retain	Destination floor for a cross-floor warp, forwarded to resource loading.	root
P00554	include/kf/game_player.h	349	player_warp_change_floor	1	0	0	KfMapVariant	GAME.EXE|OPEN.EXE	modern|retail	349	player_warp_change_floor	variant	map_variant	rename	Destination map variant stored in player state and passed to loading; align map_resources_load.	root
P00555	include/kf/game_player.h	350	player_warp_shimmer	0	0	0	KfWarpShimmerMode	GAME.EXE|OPEN.EXE	modern|retail	350	player_warp_shimmer	mode	shimmer_mode	rename	Grow/shrink/removal policy of the player's warp shimmer, distinct from OPEN cylinder transition modes.	root
