# MANUALLY REVIEWED - all current project array declarations; Clang provides coverage, semantic dispositions follow declaration/use review.
declaration	kind	owner	name	datatype	dimensions	verdict	finding	evidence	note
include/kf/game_graphics.h:71	TYPEDEF_DECL	file_scope	check_game_graphics_unknown_241b6	char[1]	1	layout_assertion		include/kf/game_graphics.h:71	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_graphics.h:72	TYPEDEF_DECL	file_scope	check_game_graphics_active_render_clut	char[1]	1	layout_assertion		include/kf/game_graphics.h:72	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_graphics.h:73	TYPEDEF_DECL	file_scope	check_game_graphics_active_render_tpage	char[1]	1	layout_assertion		include/kf/game_graphics.h:73	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_graphics.h:74	TYPEDEF_DECL	file_scope	check_game_graphics_active_render_color	char[1]	1	layout_assertion		include/kf/game_graphics.h:74	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_graphics.h:75	TYPEDEF_DECL	file_scope	check_game_graphics_hud_clut	char[1]	1	layout_assertion		include/kf/game_graphics.h:75	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_graphics.h:76	TYPEDEF_DECL	file_scope	check_game_graphics_hud_tpage	char[1]	1	layout_assertion		include/kf/game_graphics.h:76	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_graphics.h:77	TYPEDEF_DECL	file_scope	check_game_graphics_hud_brightness	char[1]	1	layout_assertion		include/kf/game_graphics.h:77	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_graphics.h:78	TYPEDEF_DECL	file_scope	check_game_graphics_unknown_241cd	char[1]	1	layout_assertion		include/kf/game_graphics.h:78	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_graphics.h:79	TYPEDEF_DECL	file_scope	check_game_graphics_notification_text_clut	char[1]	1	layout_assertion		include/kf/game_graphics.h:79	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_graphics.h:80	TYPEDEF_DECL	file_scope	check_game_graphics_notification_text_tpage	char[1]	1	layout_assertion		include/kf/game_graphics.h:80	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_graphics.h:81	TYPEDEF_DECL	file_scope	check_game_graphics_notification_digit_clut	char[1]	1	layout_assertion		include/kf/game_graphics.h:81	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_graphics.h:82	TYPEDEF_DECL	file_scope	check_game_graphics_notification_digit_tpage	char[1]	1	layout_assertion		include/kf/game_graphics.h:82	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_graphics.h:83	TYPEDEF_DECL	file_scope	check_game_graphics_notification_message_ids	char[1]	1	layout_assertion		include/kf/game_graphics.h:83	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_graphics.h:84	TYPEDEF_DECL	file_scope	check_game_graphics_notification_state	char[1]	1	layout_assertion		include/kf/game_graphics.h:84	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_graphics.h:85	TYPEDEF_DECL	file_scope	check_game_graphics_floor_item_clut	char[1]	1	layout_assertion		include/kf/game_graphics.h:85	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_graphics.h:86	TYPEDEF_DECL	file_scope	check_game_graphics_floor_item_tpage	char[1]	1	layout_assertion		include/kf/game_graphics.h:86	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_graphics.h:87	TYPEDEF_DECL	file_scope	check_game_graphics_floor_item_count	char[1]	1	layout_assertion		include/kf/game_graphics.h:87	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_graphics.h:88	TYPEDEF_DECL	file_scope	check_game_graphics_unknown_241fa	char[1]	1	layout_assertion		include/kf/game_graphics.h:88	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_graphics.h:89	TYPEDEF_DECL	file_scope	check_game_graphics_floor_items	char[1]	1	layout_assertion		include/kf/game_graphics.h:89	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_graphics.h:90	TYPEDEF_DECL	file_scope	check_game_graphics_DAT_80095698	char[1]	1	layout_assertion		include/kf/game_graphics.h:90	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_graphics.h:91	TYPEDEF_DECL	file_scope	check_game_graphics_DAT_8009569c	char[1]	1	layout_assertion		include/kf/game_graphics.h:91	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_graphics.h:92	TYPEDEF_DECL	file_scope	check_game_graphics_render_state	char[1]	1	layout_assertion		include/kf/game_graphics.h:92	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_graphics.h:93	TYPEDEF_DECL	file_scope	check_game_graphics_light_quadrant_matrices	char[1]	1	layout_assertion		include/kf/game_graphics.h:93	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_graphics.h:94	TYPEDEF_DECL	file_scope	check_game_graphics_active_cell_window	char[1]	1	layout_assertion		include/kf/game_graphics.h:94	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_graphics.h:96	TYPEDEF_DECL	file_scope	check_game_graphics_active_color	char[1]	1	layout_assertion		include/kf/game_graphics.h:96	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_graphics.h:103	TYPEDEF_DECL	file_scope	check_game_graphics_size	char[1]	1	layout_assertion		include/kf/game_graphics.h:103	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_map.h:78	FIELD_DECL	KfMapFloorScript	bytes	u8[10]	10	encoded_storage		include/kf/game_map.h:78	Serialized/word-copy alias of typed or partially recovered object state; do not replace the complete byte stream with one enum.
include/kf/game_map.h:86	FIELD_DECL	KfMapSavedFloor	records	u8[1690]	1690	encoded_storage		include/kf/game_map.h:86	Serialized/word-copy alias of typed or partially recovered object state; do not replace the complete byte stream with one enum.
include/kf/game_map.h:91	FIELD_DECL	KfMapSavedWorld	words	u32[2125]	2125	encoded_storage		include/kf/game_map.h:91;src/game/save_system.c:375;src/game/save_system.c:626	Packed/aligned copy or address view of an owning object; type semantic members separately.
include/kf/game_map.h:92	FIELD_DECL	KfMapSavedWorld	bytes	u8[8500]	8500	encoded_storage		include/kf/game_map.h:92;src/game/map_events.c:184;src/game/map_load.c:39;src/game/player_death.c:111	Serialized/word-copy alias of typed or partially recovered object state; do not replace the complete byte stream with one enum.
include/kf/game_map.h:93	FIELD_DECL	KfMapSavedWorld	floors	KfMapSavedFloor[5]	5	aggregate		include/kf/game_map.h:93;src/game/actor.c:332;src/game/actor_behavior.c:821;src/game/map_load.c:139;src/game/map_load.c:142;src/game/map_load.c:148;src/game/map_load.c:153;src/game/map_load.c:161;src/game/map_load.c:164;src/game/map_load.c:172;src/game/map_load.c:175;src/game/map_load.c:185;src/game/map_load.c:188;src/game/map_object.c:475;src/game/map_object.c:573;src/game/map_object.c:584;src/game/map_object.c:587;src/game/map_scripts.c:101;src/game/map_scripts.c:106;src/game/map_scripts.c:110;src/game/map_scripts.c:119;src/game/map_scripts.c:133;src/game/map_scripts.c:137;src/game/map_scripts.c:145;src/game/map_scripts.c:191;src/game/map_scripts.c:216;src/game/map_scripts.c:217;src/game/map_scripts.c:246;src/game/map_scripts.c:394;src/game/player_death.c:161;src/game/player_warp.c:193;src/game/player_warp.c:250	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/game_map.h:288	TYPEDEF_DECL	file_scope	check_map_object_parameter_size	char[1]	1	layout_assertion		include/kf/game_map.h:288	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_map.h:302	FIELD_DECL	KfMapObjectHingedContainer	item_ids	KfObjectId[4]	4	typed_enum		include/kf/game_map.h:302;src/game/map_scripts.c:582;src/game/map_scripts.c:608	Elements retain their declared enum domain in strict C++20, including field-width wrappers.
include/kf/game_map.h:310	FIELD_DECL	KfMapObjectLink	item_ids	KfObjectId[4]	4	typed_enum		include/kf/game_map.h:310;src/game/map_scripts.c:644	Elements retain their declared enum domain in strict C++20, including field-width wrappers.
include/kf/game_map.h:311	FIELD_DECL	KfMapObjectLink	words	u32[2]	2	encoded_storage		include/kf/game_map.h:311;src/game/map_object_pool.c:167;src/game/map_object_pool.c:229	Packed/aligned copy or address view of an owning object; type semantic members separately.
include/kf/game_map.h:312	FIELD_DECL	KfMapObjectLink	bytes	u8[8]	8	encoded_storage		include/kf/game_map.h:312;src/game/map_events.c:261;src/game/map_load.c:88	Serialized/word-copy alias of typed or partially recovered object state; do not replace the complete byte stream with one enum.
include/kf/game_map.h:315	TYPEDEF_DECL	file_scope	check_map_object_spawn_size	char[1]	1	layout_assertion		include/kf/game_map.h:315	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_map.h:316	TYPEDEF_DECL	file_scope	check_map_object_link_fields_size	char[1]	1	layout_assertion		include/kf/game_map.h:316	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_map.h:317	TYPEDEF_DECL	file_scope	check_map_object_hinged_container_size	char[1]	1	layout_assertion		include/kf/game_map.h:317	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_map.h:322	TYPEDEF_DECL	file_scope	check_map_link_link_id	char[1]	1	layout_assertion		include/kf/game_map.h:322	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_map.h:323	TYPEDEF_DECL	file_scope	check_map_link_action_parameter	char[1]	1	layout_assertion		include/kf/game_map.h:323	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_map.h:324	TYPEDEF_DECL	file_scope	check_map_link_spawn	char[1]	1	layout_assertion		include/kf/game_map.h:324	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_map.h:325	TYPEDEF_DECL	file_scope	check_map_link_vertical_velocity	char[1]	1	layout_assertion		include/kf/game_map.h:325	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_map.h:326	TYPEDEF_DECL	file_scope	check_map_link_linked_notification	char[1]	1	layout_assertion		include/kf/game_map.h:326	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_map.h:327	TYPEDEF_DECL	file_scope	check_map_link_default_notification	char[1]	1	layout_assertion		include/kf/game_map.h:327	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_map.h:348	FIELD_DECL	KfMapObjectDefinition	unknown_06	u8[2]	2	unresolved		include/kf/game_map.h:348	meaning unresolved
include/kf/game_map.h:352	FIELD_DECL	KfMapObjectDefinitionTable	entries	KfMapObjectDefinition[160]	160	aggregate		include/kf/game_map.h:352;src/game/collision.c:128;src/game/entity_model_render.c:98;src/game/map_events.c:239;src/game/map_object.c:68;src/game/map_object.c:227;src/game/map_object.c:230;src/game/map_object.c:244;src/game/map_object_pool.c:78;src/game/map_object_pool.c:127;src/game/map_object_pool.c:230;src/game/map_object_pool.c:343;src/game/map_scripts.c:567;src/game/map_scripts.c:711	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/game_map.h:353	FIELD_DECL	KfMapObjectDefinitionTable	words	u32[320]	320	encoded_storage		include/kf/game_map.h:353;src/game/map_object_pool.c:184;src/game/map_object_pool.c:185	Packed/aligned copy or address view of an owning object; type semantic members separately.
include/kf/game_map.h:355	TYPEDEF_DECL	file_scope	check_map_object_definition_table_size	char[1]	1	layout_assertion		include/kf/game_map.h:355	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_map.h:363	FIELD_DECL	KfMapObject	unknown_06	u8[2]	2	unresolved		include/kf/game_map.h:363	meaning unresolved
include/kf/game_map.h:373	TYPEDEF_DECL	file_scope	check_map_object_link_offset	char[1]	1	layout_assertion		include/kf/game_map.h:373	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_map.h:375	TYPEDEF_DECL	file_scope	check_map_placement_link_offset	char[1]	1	layout_assertion		include/kf/game_map.h:375	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_map.h:450	FIELD_DECL	KfDialoguePageLimits	last_page	u8[5]	5	numeric		include/kf/game_map.h:450;src/game/map_events.c:137;src/game/map_events.c:210;src/game/map_load.c:61;src/game/map_scripts.c:406;src/game/map_scripts.c:423;src/game/map_scripts.c:437;src/game/map_scripts.c:456	Per-stage last-page bounds; dialogue iteration compares and increments numerical page counters.
include/kf/game_map.h:510	TYPEDEF_DECL	file_scope	check_map_object_size	char[1]	1	layout_assertion		include/kf/game_map.h:510	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_map.h:511	TYPEDEF_DECL	file_scope	check_map_cell_size	char[1]	1	layout_assertion		include/kf/game_map.h:511	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_map.h:512	TYPEDEF_DECL	file_scope	check_dialogue_state_size	char[1]	1	layout_assertion		include/kf/game_map.h:512	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_map.h:513	TYPEDEF_DECL	file_scope	check_map_event_size	char[1]	1	layout_assertion		include/kf/game_map.h:513	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_map.h:517	TYPEDEF_DECL	file_scope	check_map_transform_object_position	char[1]	1	layout_assertion		include/kf/game_map.h:517	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_map.h:518	TYPEDEF_DECL	file_scope	check_map_transform_object_position_pad	char[1]	1	layout_assertion		include/kf/game_map.h:518	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_map.h:519	TYPEDEF_DECL	file_scope	check_map_transform_object_rotation	char[1]	1	layout_assertion		include/kf/game_map.h:519	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_map.h:520	TYPEDEF_DECL	file_scope	check_map_transform_object_rotation_pad	char[1]	1	layout_assertion		include/kf/game_map.h:520	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_map.h:521	TYPEDEF_DECL	file_scope	check_map_transform_event_dialogue	char[1]	1	layout_assertion		include/kf/game_map.h:521	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_map.h:522	TYPEDEF_DECL	file_scope	check_map_transform_event_dialogue_stage	char[1]	1	layout_assertion		include/kf/game_map.h:522	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_map.h:523	TYPEDEF_DECL	file_scope	check_map_transform_event_dialogue_page	char[1]	1	layout_assertion		include/kf/game_map.h:523	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_map.h:524	TYPEDEF_DECL	file_scope	check_map_transform_event_dialogue_delay	char[1]	1	layout_assertion		include/kf/game_map.h:524	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_map.h:525	TYPEDEF_DECL	file_scope	check_map_transform_event_position	char[1]	1	layout_assertion		include/kf/game_map.h:525	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_map.h:526	TYPEDEF_DECL	file_scope	check_map_transform_event_position_pad	char[1]	1	layout_assertion		include/kf/game_map.h:526	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_map.h:527	TYPEDEF_DECL	file_scope	check_map_transform_event_rotation	char[1]	1	layout_assertion		include/kf/game_map.h:527	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_map.h:528	TYPEDEF_DECL	file_scope	check_map_transform_event_rotation_pad	char[1]	1	layout_assertion		include/kf/game_map.h:528	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_map.h:529	TYPEDEF_DECL	file_scope	check_map_transform_event_animation_cache	char[1]	1	layout_assertion		include/kf/game_map.h:529	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_map.h:535	FIELD_DECL	KfMapObjectState	objects	KfMapObject[190]	190	aggregate		include/kf/game_map.h:535;src/game/collision.c:127;src/game/map_events.c:231;src/game/map_events.c:238;src/game/map_events.c:271;src/game/map_events.c:279;src/game/map_load.c:76;src/game/map_load.c:87;src/game/map_load.c:95;src/game/map_load.c:114;src/game/map_object.c:57;src/game/map_object.c:116;src/game/map_object.c:213;src/game/map_object.c:242;src/game/map_object.c:265;src/game/map_object.c:285;src/game/map_object_pool.c:163;src/game/map_object_pool.c:205;src/game/map_object_pool.c:335;src/game/map_scripts.c:127;src/game/map_scripts.c:148;src/game/map_scripts.c:566;src/game/map_scripts.c:709;src/game/player_use_item.c:84;src/game/player_use_item.c:127;src/game/render_scene.c:33	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/game_map.h:540	FIELD_DECL	KfMapRuntimeState	events	KfMapEvent[8]	8	aggregate		include/kf/game_map.h:540;src/game/collision.c:143;src/game/game.c:34;src/game/map_event.c:51;src/game/map_event.c:132;src/game/map_event.c:169;src/game/map_events.c:101;src/game/map_events.c:102;src/game/map_events.c:104;src/game/map_events.c:112;src/game/map_events.c:204;src/game/map_load.c:55;src/game/map_load.c:157;src/game/map_load.c:173;src/game/map_load.c:204;src/game/map_scripts.c:159;src/game/map_scripts.c:162;src/game/map_scripts.c:235;src/game/map_scripts.c:236;src/game/map_scripts.c:245;src/game/map_scripts.c:262;src/game/map_scripts.c:264;src/game/map_scripts.c:279;src/game/map_scripts.c:391;src/game/map_scripts.c:403;src/game/map_scripts.c:404;src/game/map_scripts.c:406;src/game/map_scripts.c:410;src/game/map_scripts.c:411;src/game/map_scripts.c:412;src/game/map_scripts.c:413;src/game/map_scripts.c:418;src/game/map_scripts.c:419;src/game/map_scripts.c:423;src/game/map_scripts.c:426;src/game/map_scripts.c:427;src/game/map_scripts.c:428;src/game/map_scripts.c:429;src/game/map_scripts.c:434;src/game/map_scripts.c:435;src/game/map_scripts.c:437;src/game/map_scripts.c:441;src/game/map_scripts.c:442;src/game/map_scripts.c:443;src/game/map_scripts.c:444;src/game/map_scripts.c:519;src/game/player_warp.c:271;src/game/player_warp.c:272;src/game/render_scene.c:141	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/game_map.h:548	VAR_DECL	file_scope	map_copy_regions	KfMapCopyRegion[5]	5	numeric_geometry		include/kf/game_map.h:548	Rectangle coordinates and extents; selecting a row uses the existing KfMapCopyRegionId API.
include/kf/game_map.h:565	VAR_DECL	file_scope	map_resource_path	char[12]	12	encoded_content		include/kf/game_map.h:565;src/game/resources.c:91;src/game/resources.c:99;src/game/resources.c:100;src/game/resources.c:122;src/game/resources.c:123;src/game/resources.c:124	Filename, path template, debug text or number-formatting character buffer; byte positions hold character encodings.
include/kf/game_math.h:51	TYPEDEF_DECL	file_scope	check_rotation_size	char[1]	1	layout_assertion		include/kf/game_math.h:51	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_math.h:52	TYPEDEF_DECL	file_scope	check_euler_angles_size	char[1]	1	layout_assertion		include/kf/game_math.h:52	Compile-time size, alignment or offset assertion; no runtime elements.
